Date,Open,High,Low,Close,Volume
2021-12-24,588.77,582.61,575.76,576.5,58640145
2021-12-27,576.5,608.05,576.45,584.94,51428127
2021-12-28,584.94,596.27,584.46,590.85,140401430
2021-12-29,590.85,615.39,597.44,600.0,118082045
2021-12-30,600.0,616.81,592.2,598.95,56210715
2021-12-31,598.95,604.93,592.64,600.0,70020303
2022-01-03,600.0,585.68,571.25,582.16,85174147
2022-01-04,582.16,616.66,580.08,598.45,68321829
2022-01-05,598.45,589.76,567.09,579.19,99839731
2022-01-06,579.19,602.48,579.4,599.97,95038050
2022-01-07,599.97,612.71,585.96,600.0,114587277
2022-01-10,600.0,615.51,589.27,594.1,97378941
2022-01-11,594.1,613.95,593.19,600.0,102959636
2022-01-12,600.0,604.67,593.45,600.0,67438118
2022-01-13,600.0,603.73,580.67,599.04,143644761
2022-01-14,599.04,612.31,587.98,599.91,121766715
2022-01-17,599.91,590.21,589.73,589.84,118802303
2022-01-18,589.84,626.62,599.67,600.0,139809441
2022-01-19,600.0,607.94,582.85,596.8,81216359
2022-01-20,596.8,610.34,594.67,599.99,117925916
2022-01-21,599.99,612.36,580.34,597.93,123378188
2022-01-24,597.93,602.51,594.42,600.0,50442939
2022-01-25,600.0,599.51,595.16,597.52,80822201
2022-01-26,597.52,604.56,590.29,600.0,104254875
2022-01-27,600.0,604.43,579.15,595.97,136405050
2022-01-28,595.97,602.05,570.03,587.78,111808528
2022-01-31,587.78,589.74,586.13,586.5,101296836
2022-02-01,586.5,609.04,598.94,600.0,121214087
2022-02-02,600.0,592.19,568.29,572.47,87609879
2022-02-03,572.47,566.67,537.1,564.58,115651053
2022-02-04,564.58,559.52,545.45,557.45,128881540
2022-02-07,557.45,578.73,545.6,558.85,114623935
2022-02-08,558.85,572.56,555.43,564.44,112953839
2022-02-09,564.44,571.68,563.1,570.03,79805505
2022-02-10,570.03,584.83,560.07,569.89,79009512
2022-02-11,569.89,572.63,557.59,562.72,95961405
2022-02-14,562.72,588.07,560.19,563.67,51003171
2022-02-15,563.67,568.51,544.48,560.81,139198479
2022-02-16,560.81,567.73,542.11,548.01,63296138
2022-02-17,548.01,552.28,531.72,540.68,54264423
2022-02-18,540.68,529.14,508.69,527.01,132418648
2022-02-21,527.01,523.94,499.13,504.29,144779347
2022-02-22,504.29,531.76,521.48,523.79,101217069
2022-02-23,523.79,515.02,499.76,512.18,68333734
2022-02-24,512.18,524.78,504.53,513.13,148953876
2022-02-25,513.13,532.71,510.62,524.18,147101535
2022-02-28,524.18,513.15,508.91,510.76,118374762
2022-03-01,510.76,506.73,491.01,493.92,89501580
2022-03-02,493.92,528.52,510.0,510.97,81052238
2022-03-03,510.97,521.31,507.97,520.42,110350924
2022-03-04,520.42,517.54,501.84,517.13,85908279
2022-03-07,517.13,513.1,499.34,508.07,55949852
2022-03-08,508.07,504.0,499.92,501.55,59184536
2022-03-09,501.55,501.87,487.28,493.42,90078991
2022-03-10,493.42,485.47,475.14,480.87,77705858
2022-03-11,480.87,480.24,460.78,472.96,121020010
2022-03-14,472.96,461.41,447.48,457.54,61245869
2022-03-15,457.54,452.7,434.42,445.07,99970088
2022-03-16,445.07,448.31,438.26,444.36,72461013
2022-03-17,444.36,455.8,434.47,436.48,136674443
2022-03-18,436.48,440.11,431.16,438.03,138362401
2022-03-21,438.03,431.61,419.49,426.08,76906511
2022-03-22,426.08,412.8,400.08,403.74,57089975
2022-03-23,403.74,405.46,390.37,398.92,94564078
2022-03-24,398.92,397.47,383.69,397.42,98085527
2022-03-25,397.42,389.55,382.92,386.46,79171429
2022-03-28,386.46,391.4,375.55,388.62,63822356
2022-03-29,388.62,399.65,390.46,393.74,102496899
2022-03-30,393.74,395.53,372.55,386.4,94613348
2022-03-31,386.4,384.81,372.34,384.18,142573559
2022-04-01,384.18,398.47,370.6,383.1,86059026
2022-04-04,383.1,389.84,376.57,382.52,99351998
2022-04-05,382.52,394.22,381.22,389.92,136676453
2022-04-06,389.92,395.21,385.83,390.15,137173138
2022-04-07,390.15,390.83,378.18,387.01,117399862
2022-04-08,387.01,399.07,390.55,397.53,57997043
2022-04-11,397.53,398.58,386.37,392.44,128140533
2022-04-12,392.44,397.67,382.77,390.77,98006403
2022-04-13,390.77,419.53,393.79,404.53,65697605
2022-04-14,404.53,406.42,403.82,406.29,96801033
2022-04-15,406.29,426.93,414.32,415.49,125057004
2022-04-18,415.49,438.66,420.18,423.67,58221252
2022-04-19,423.67,422.55,415.05,418.13,141883568
2022-04-20,418.13,418.46,409.36,415.12,129538531
2022-04-21,415.12,425.55,424.44,424.67,96206264
2022-04-22,424.67,439.53,420.54,424.49,55905950
2022-04-25,424.49,425.86,422.48,422.93,107563860
2022-04-26,422.93,427.27,412.23,420.44,50019675
2022-04-27,420.44,433.46,416.75,425.85,54464344
2022-04-28,425.85,440.74,419.84,424.31,50658003
2022-04-29,424.31,407.54,398.84,407.42,59322004
2022-05-02,407.42,421.22,385.13,404.76,65433222
2022-05-03,404.76,421.87,413.29,414.54,108835615
2022-05-04,414.54,417.71,413.69,415.74,80647215
2022-05-05,415.74,409.69,396.2,408.98,101844408
2022-05-06,408.98,422.97,415.12,418.54,135749316
2022-05-09,418.54,414.56,405.32,414.52,62155863
2022-05-10,414.52,419.65,404.4,414.94,90956756
2022-05-11,414.94,422.59,400.35,413.71,137384488
2022-05-12,413.71,412.32,396.3,402.93,109509024
2022-05-13,402.93,425.49,415.48,424.1,120393185
2022-05-16,424.1,425.76,416.63,425.24,94882342
2022-05-17,425.24,455.16,431.97,435.27,132572229
2022-05-18,435.27,465.28,444.06,449.01,146123721
2022-05-19,449.01,446.37,438.66,442.52,128326927
2022-05-20,442.52,430.65,408.03,423.0,110910677
2022-05-23,423.0,437.28,420.33,428.42,128107941
2022-05-24,428.42,429.55,422.15,423.7,138934079
2022-05-25,423.7,432.22,420.54,420.66,87026182
2022-05-26,420.66,432.81,419.47,420.55,86185155
2022-05-27,420.55,434.51,424.39,425.44,124652023
2022-05-30,425.44,437.27,420.48,423.51,73063155
2022-05-31,423.51,434.3,424.07,427.15,109010024
2022-06-01,427.15,426.53,408.85,422.21,141326529
2022-06-02,422.21,439.41,435.56,436.1,62756935
2022-06-03,436.1,444.08,430.97,437.64,123418978
2022-06-06,437.64,428.0,412.92,415.4,91245272
2022-06-07,415.4,413.58,400.83,407.46,65342276
2022-06-08,407.46,407.42,390.89,405.75,99840603
2022-06-09,405.75,410.94,402.66,409.3,121572022
2022-06-10,409.3,405.93,389.39,398.49,144308589
2022-06-13,398.49,410.81,396.55,406.46,86073939
2022-06-14,406.46,403.17,392.34,402.22,134710223
2022-06-15,402.22,403.16,398.76,401.45,135655047
2022-06-16,401.45,409.71,404.0,406.43,52843236
2022-06-17,406.43,410.6,387.76,404.45,140040053
2022-06-20,404.45,408.63,393.21,400.09,134464768
2022-06-21,400.09,405.63,394.47,396.57,100122260
2022-06-22,396.57,387.99,380.49,387.64,79754469
2022-06-23,387.64,389.65,377.74,380.71,52592536
2022-06-24,380.71,392.72,382.86,386.74,67296381
2022-06-27,386.74,386.8,376.37,382.53,111963740
2022-06-28,382.53,380.0,371.88,375.52,123007749
2022-06-29,375.52,364.76,355.75,363.05,60384778
2022-06-30,363.05,371.11,360.83,362.84,56703560
2022-07-01,362.84,359.47,353.64,354.28,117642498
2022-07-04,354.28,373.23,356.72,357.22,132434203
2022-07-05,357.22,363.88,352.42,356.45,68001960
2022-07-06,356.45,364.83,356.19,361.86,136017098
2022-07-07,361.86,379.11,365.44,374.55,87043861
2022-07-08,374.55,378.09,361.09,366.93,94474126
2022-07-11,366.93,350.21,342.55,345.93,60392034
2022-07-12,345.93,351.1,345.78,349.02,130021414
2022-07-13,349.02,345.71,341.09,344.32,148752512
2022-07-14,344.32,361.58,350.83,354.44,126802238
2022-07-15,354.44,366.49,354.61,360.87,121415950
2022-07-18,360.87,361.32,351.23,358.61,53456653
2022-07-19,358.61,361.01,350.35,351.75,80912354
2022-07-20,351.75,354.73,346.56,352.62,50809178
2022-07-21,352.62,347.92,338.85,345.53,91040759
2022-07-22,345.53,346.48,336.36,345.44,78398068
2022-07-25,345.44,357.85,338.38,353.76,84575901
2022-07-26,353.76,353.45,346.88,347.56,127309808
2022-07-27,347.56,341.72,330.87,332.34,112670767
2022-07-28,332.34,331.27,324.95,328.5,127337555
2022-07-29,328.5,328.65,322.68,322.93,63907579
2022-08-01,322.93,323.13,318.68,322.14,103009395
2022-08-02,322.14,333.82,326.28,328.51,90580924
2022-08-03,328.51,332.98,327.95,328.74,113881480
2022-08-04,328.74,333.63,332.05,332.18,135964888
2022-08-05,332.18,336.63,329.61,334.6,71725224
2022-08-08,334.6,353.67,344.53,347.51,124313640
2022-08-09,347.51,347.03,332.46,340.9,67353135
2022-08-10,340.9,330.99,329.68,330.23,83976813
2022-08-11,330.23,327.74,324.25,324.71,54900164
2022-08-12,324.71,336.54,323.58,328.9,134287147
2022-08-15,328.9,329.13,322.76,324.48,122098768
2022-08-16,324.48,325.54,314.22,321.42,125261977
2022-08-17,321.42,317.44,314.53,316.74,95562388
2022-08-18,316.74,305.29,295.73,303.13,114999068
2022-08-19,303.13,305.41,286.81,295.08,78748123
2022-08-22,295.08,298.76,290.84,292.28,131248172
2022-08-23,292.28,294.23,288.15,289.35,114812392
2022-08-24,289.35,298.76,275.43,288.66,86216069
2022-08-25,288.66,281.74,280.54,281.14,54854042
2022-08-26,281.14,287.39,282.27,284.72,61951552
2022-08-29,284.72,287.45,275.5,283.52,86926887
2022-08-30,283.52,296.11,267.33,281.51,73787347
2022-08-31,281.51,276.12,267.89,268.34,73647205
2022-09-01,268.34,269.31,260.13,261.69,65711072
2022-09-02,261.69,256.48,249.48,255.01,91011120
2022-09-05,255.01,250.5,245.2,247.64,106426293
2022-09-06,247.64,252.58,245.19,245.98,64226224
2022-09-07,245.98,249.68,242.01,246.38,56327090
2022-09-08,246.38,250.7,248.39,249.36,132335423
2022-09-09,249.36,249.37,242.57,244.52,134078592
2022-09-12,244.52,249.15,238.65,245.93,81175239
2022-09-13,245.93,248.6,243.81,245.12,110796171
2022-09-14,245.12,252.54,244.01,250.0,125421798
2022-09-15,250.0,251.11,242.06,246.05,89980720
2022-09-16,246.05,259.19,248.18,256.45,139067457
2022-09-19,256.45,258.14,248.13,253.59,77550115
2022-09-20,253.59,252.16,244.78,249.21,104536603
2022-09-21,249.21,246.58,240.56,245.07,125935097
2022-09-22,245.07,236.75,230.85,236.21,77596545
2022-09-23,236.21,239.89,230.26,236.05,128039489
2022-09-26,236.05,238.32,231.85,232.93,59249677
2022-09-27,232.93,245.21,237.4,240.81,130846200
2022-09-28,240.81,234.91,232.41,233.82,105306693
2022-09-29,233.82,244.51,242.68,242.97,123603367
2022-09-30,242.97,236.25,230.18,232.78,55337355
2022-10-03,232.78,239.32,234.4,235.0,113135532
2022-10-04,235.0,239.99,227.59,231.29,94768534
2022-10-05,231.29,230.15,224.45,229.25,121797346
2022-10-06,229.25,227.97,226.08,226.45,127277157
2022-10-07,226.45,223.21,218.5,219.67,123574241
2022-10-10,219.67,217.34,207.36,211.28,122010923
2022-10-11,211.28,218.12,208.55,209.11,77345255
2022-10-12,209.11,211.33,206.82,207.96,127198715
2022-10-13,207.96,207.22,202.82,206.91,95570487
2022-10-14,206.91,208.37,200.55,202.37,108104228
2022-10-17,202.37,204.92,199.55,200.78,124042569
2022-10-18,200.78,203.81,195.42,200.68,96705646
2022-10-19,200.68,206.51,200.3,200.9,82254832
2022-10-20,200.9,203.05,196.33,200.2,139523105
2022-10-21,200.2,206.46,198.91,200.0,120873920
2022-10-24,200.0,208.26,203.43,203.54,96338604
2022-10-25,203.54,201.67,198.25,200.0,133267946
2022-10-26,200.0,202.27,197.39,201.82,53033349
2022-10-27,201.82,202.81,200.31,201.36,84337309
2022-10-28,201.36,206.39,199.82,200.0,129108265
2022-10-31,200.0,200.2,198.1,200.0,78465797
2022-11-01,200.0,209.15,195.31,200.0,115554800
2022-11-02,200.0,201.48,199.19,200.0,112199283
2022-11-03,200.0,206.23,192.38,203.07,101913068
2022-11-04,203.07,207.37,197.59,200.14,62633010
2022-11-07,200.14,203.02,196.73,201.0,142400748
2022-11-08,201.0,201.87,194.95,200.0,128119050
2022-11-09,200.0,203.46,192.08,200.0,127170267
2022-11-10,200.0,202.99,198.7,200.0,135079011
2022-11-11,200.0,201.43,198.83,200.0,79538040
2022-11-14,200.0,203.89,199.53,200.29,101831782
2022-11-15,200.29,208.87,201.13,203.02,79188752
2022-11-16,203.02,209.96,207.32,209.51,81664126
2022-11-17,209.51,205.1,202.9,203.99,78911861
2022-11-18,203.99,208.27,199.91,201.15,105665616
2022-11-21,201.15,208.82,205.69,207.19,63792249
2022-11-22,207.19,218.52,208.66,210.25,112953195
2022-11-23,210.25,210.33,209.98,210.2,141042486
2022-11-24,210.2,221.95,208.67,214.89,117530144
2022-11-25,214.89,217.5,206.13,213.9,101562394
2022-11-28,213.9,223.31,205.81,214.99,113475441
2022-11-29,214.99,224.77,209.23,211.5,129367898
2022-11-30,211.5,213.17,206.81,211.87,112396414
2022-12-01,211.87,217.05,210.08,215.6,83214626
2022-12-02,215.6,211.04,208.62,209.45,93860083
2022-12-05,209.45,211.97,207.01,211.33,86355877
2022-12-06,211.33,213.83,206.76,210.49,148816021
2022-12-07,210.49,212.74,204.72,209.43,71614133
2022-12-08,209.43,213.24,199.9,209.27,133624212
2022-12-09,209.27,207.33,200.74,205.44,111423138
2022-12-12,205.44,214.85,208.54,212.59,107421126
2022-12-13,212.59,213.75,206.46,211.58,78044174
2022-12-14,211.58,219.52,211.58,213.38,131272708
2022-12-15,213.38,208.08,203.72,205.64,90476928
2022-12-16,205.64,210.77,207.28,208.74,131079560
2022-12-19,208.74,212.47,204.02,208.01,53678621
2022-12-20,208.01,208.86,196.22,204.87,112451660
2022-12-21,204.87,206.2,202.89,203.02,128665231
2022-12-22,203.02,204.84,199.48,202.37,106975081
2022-12-23,202.37,205.11,203.18,203.74,136743361
2022-12-26,203.74,216.05,208.6,209.28,110303470
2022-12-27,209.28,216.17,211.32,213.14,145488903
2022-12-28,213.14,221.18,216.22,219.69,119441078
2022-12-29,219.69,216.54,213.33,214.52,83015348
2022-12-30,214.52,215.21,211.78,212.52,52250397
2023-01-02,212.52,217.89,212.52,212.77,110404788
2023-01-03,212.77,210.92,203.55,209.76,51472542
2023-01-04,209.76,211.21,209.18,209.21,100894269
2023-01-05,209.21,214.9,205.19,210.67,89839283
2023-01-06,210.67,210.8,208.23,210.02,118304749
2023-01-09,210.02,218.2,206.94,208.93,141272213
2023-01-10,208.93,211.61,205.27,209.49,95276218
2023-01-11,209.49,210.57,206.76,209.86,60196894
2023-01-12,209.86,215.17,208.47,211.41,69575137
2023-01-13,211.41,214.87,209.01,213.12,71847630
2023-01-16,213.12,212.49,205.63,208.58,133650853
2023-01-17,208.58,214.98,210.25,211.05,66406440
2023-01-18,211.05,219.91,213.94,216.02,136824767
2023-01-19,216.02,224.9,221.17,224.12,120797888
2023-01-20,224.12,223.14,220.97,221.79,147916577
2023-01-23,221.79,227.6,218.32,222.9,122465294
2023-01-24,222.9,224.58,221.14,221.64,59937093
2023-01-25,221.64,225.25,220.66,222.39,145660432
2023-01-26,222.39,222.25,221.5,221.79,104326176
2023-01-27,221.79,232.68,220.04,223.81,68173652
2023-01-30,223.81,222.49,216.42,220.68,97406955
2023-01-31,220.68,229.65,222.39,224.11,77841304
2023-02-01,224.11,223.77,217.51,220.23,52464722
2023-02-02,220.23,224.94,223.51,223.53,93465574
2023-02-03,223.53,229.9,212.75,225.53,136756654
2023-02-06,225.53,223.24,221.88,223.17,139252066
2023-02-07,223.17,228.44,222.41,224.69,125452392
2023-02-08,224.69,226.39,224.73,225.72,91006179
2023-02-09,225.72,228.81,221.13,222.9,54739400
2023-02-10,222.9,225.89,221.98,223.73,147552341
2023-02-13,223.73,219.18,213.55,216.45,110138668
2023-02-14,216.45,224.44,219.29,219.73,53110691
2023-02-15,219.73,222.91,217.15,220.99,135180395
2023-02-16,220.99,225.88,220.3,220.91,100316725
2023-02-17,220.91,226.91,221.74,225.38,100495722
2023-02-20,225.38,227.91,224.73,227.2,126288117
2023-02-21,227.2,232.2,230.38,231.45,76271534
2023-02-22,231.45,239.58,225.6,232.7,133011541
2023-02-23,232.7,236.96,230.89,231.71,50737954
2023-02-24,231.71,236.29,223.81,235.9,55934261
2023-02-27,235.9,237.62,232.39,236.71,61368856
2023-02-28,236.71,238.38,233.84,233.94,141449573
2023-03-01,233.94,234.32,230.54,231.78,124099471
2023-03-02,231.78,235.06,227.37,227.92,81197881
2023-03-03,227.92,236.31,228.15,229.21,109635369
2023-03-06,229.21,233.53,225.43,228.51,116927749
2023-03-07,228.51,230.78,219.47,228.08,149393568
2023-03-08,228.08,234.31,227.05,230.96,122412984
2023-03-09,230.96,228.94,221.18,225.64,73383686
2023-03-10,225.64,237.26,229.37,231.02,117487903
2023-03-13,231.02,228.48,224.24,225.02,92495479
2023-03-14,225.02,222.88,211.71,221.8,143053571
2023-03-15,221.8,227.55,222.04,223.37,90981729
2023-03-16,223.37,225.27,215.31,222.75,71731798
2023-03-17,222.75,224.5,220.22,224.02,142165223
2023-03-20,224.02,232.64,224.58,224.67,106285723
2023-03-21,224.67,224.97,220.94,223.94,79537369
2023-03-22,223.94,229.19,224.64,226.34,64793752
2023-03-23,226.34,228.52,225.3,227.08,144329098
2023-03-24,227.08,233.19,226.69,226.79,50734275
2023-03-27,226.79,228.29,219.41,226.58,92541546
2023-03-28,226.58,227.88,217.79,223.34,82482872
2023-03-29,223.34,227.3,221.81,223.29,61152153
2023-03-30,223.29,224.29,217.84,221.54,89835189
2023-03-31,221.54,233.8,216.84,224.42,97623905
2023-04-03,224.42,224.75,221.55,221.57,109009476
2023-04-04,221.57,231.26,221.04,223.98,96619069
2023-04-05,223.98,224.31,213.7,223.48,140615006
2023-04-06,223.48,232.69,217.81,224.2,130440554
2023-04-07,224.2,225.53,220.57,224.33,101079500
2023-04-10,224.33,226.75,214.25,224.94,62299755
2023-04-11,224.94,223.18,213.49,220.54,106424721
2023-04-12,220.54,222.97,217.76,220.93,105961553
2023-04-13,220.93,216.98,214.46,216.3,81397110
2023-04-14,216.3,217.85,213.19,217.77,149166685
2023-04-17,217.77,221.53,215.9,220.13,117066688
2023-04-18,220.13,229.5,219.04,225.75,147357395
2023-04-19,225.75,228.96,221.18,227.95,90004651
2023-04-20,227.95,225.46,221.1,223.87,92635177
2023-04-21,223.87,227.56,224.39,226.62,113065654
2023-04-24,226.62,232.66,228.34,230.5,146430692
2023-04-25,230.5,232.79,228.98,231.56,134365163
2023-04-26,231.56,243.25,232.6,236.36,82791816
2023-04-27,236.36,242.4,240.74,240.77,104633048
2023-04-28,240.77,251.07,244.79,248.01,124982355
2023-05-01,248.01,258.92,251.82,252.25,107428685
2023-05-02,252.25,253.34,243.75,249.98,90174673
2023-05-03,249.98,257.46,241.95,247.96,67579065
2023-05-04,247.96,253.57,245.9,249.92,130831680
2023-05-05,249.92,254.0,249.19,250.27,55277420
2023-05-08,250.27,254.71,251.9,253.75,51760511
2023-05-09,253.75,261.83,244.34,254.4,121719010
2023-05-10,254.4,262.54,249.86,254.58,130807020
2023-05-11,254.58,257.32,250.93,254.9,88467910
2023-05-12,254.9,252.69,249.65,251.23,106299981
2023-05-15,251.23,254.4,248.27,248.91,106933105
2023-05-16,248.91,258.5,248.86,250.91,112039407
2023-05-17,250.91,254.82,243.84,248.24,134077467
2023-05-18,248.24,251.94,242.93,249.84,110094329
2023-05-19,249.84,256.57,249.59,249.65,63580994
2023-05-22,249.65,256.68,249.79,253.09,102775939
2023-05-23,253.09,261.8,246.51,255.6,131510678
2023-05-24,255.6,262.42,259.88,260.76,116359476
2023-05-25,260.76,260.96,253.97,257.53,68804536
2023-05-26,257.53,275.32,256.22,261.91,100107906
2023-05-29,261.91,264.25,255.56,258.63,105726066
2023-05-30,258.63,267.34,255.89,262.28,70080580
2023-05-31,262.28,268.06,260.61,263.73,140369565
2023-06-01,263.73,270.21,256.59,262.87,68380186
2023-06-02,262.87,270.77,262.29,265.56,119185062
2023-06-05,265.56,277.16,271.21,275.09,98193845
2023-06-06,275.09,282.68,268.81,278.5,118529722
2023-06-07,278.5,283.06,269.31,277.63,138782879
2023-06-08,277.63,284.13,278.59,281.29,141365896
2023-06-09,281.29,287.81,280.16,284.57,106339157
2023-06-12,284.57,284.41,273.09,276.69,115755571
2023-06-13,276.69,281.67,268.4,273.45,87649509
2023-06-14,273.45,272.93,267.27,271.14,118028978
2023-06-15,271.14,277.92,269.38,272.69,114451671
2023-06-16,272.69,266.07,263.22,265.1,69262886
2023-06-19,265.1,265.01,258.73,263.02,80474646
2023-06-20,263.02,260.67,259.22,260.29,138670888
2023-06-21,260.29,257.8,254.57,257.45,149258629
2023-06-22,257.45,260.13,249.74,254.53,108711614
2023-06-23,254.53,257.85,251.76,255.53,91191606
2023-06-26,255.53,261.62,246.16,255.78,109057625
2023-06-27,255.78,263.24,258.3,260.67,117404927
2023-06-28,260.67,257.93,253.17,255.2,119996621
2023-06-29,255.2,258.56,249.22,257.02,124607930
2023-06-30,257.02,256.32,244.92,254.5,63059040
2023-07-03,254.5,258.37,248.92,258.31,131133957
2023-07-04,258.31,254.76,252.41,254.55,54394643
2023-07-05,254.55,256.81,249.88,255.26,67393153
2023-07-06,255.26,260.72,251.25,253.16,116277348
2023-07-07,253.16,260.91,255.7,256.75,89711170
2023-07-10,256.75,258.41,249.12,256.01,78196679
2023-07-11,256.01,261.22,257.35,257.71,77413629
2023-07-12,257.71,266.26,256.44,262.89,73216267
2023-07-13,262.89,264.64,254.38,262.36,109910712
2023-07-14,262.36,265.64,258.48,259.86,60779706
2023-07-17,259.86,263.6,255.21,258.7,140033640
2023-07-18,258.7,265.52,258.39,264.29,126885981
2023-07-19,264.29,271.87,262.44,265.31,121873676
2023-07-20,265.31,267.78,263.22,266.96,146383190
2023-07-21,266.96,270.03,263.58,265.49,54036405
2023-07-24,265.49,267.56,258.44,260.65,86426088
2023-07-25,260.65,262.25,254.42,261.37,58274437
2023-07-26,261.37,267.59,265.1,267.18,132184132
2023-07-27,267.18,267.01,264.98,266.8,122759216
2023-07-28,266.8,276.03,263.13,269.1,111316090
2023-07-31,269.1,276.16,265.2,267.28,141961122
2023-08-01,267.28,280.61,262.55,267.48,52173513
2023-08-02,267.48,278.24,268.31,272.77,56913462
2023-08-03,272.77,275.97,273.13,273.58,85637395
2023-08-04,273.58,276.9,266.64,275.88,145043393
2023-08-07,275.88,279.62,265.84,272.32,119825071
2023-08-08,272.32,277.53,267.78,272.02,66828923
2023-08-09,272.02,284.13,269.76,270.48,129491892
2023-08-10,270.48,272.86,266.33,267.48,50879459
2023-08-11,267.48,268.66,261.59,267.18,58167707
2023-08-14,267.18,269.63,256.18,263.46,63321008
2023-08-15,263.46,270.71,258.94,262.62,57446153
2023-08-16,262.62,263.5,257.23,263.15,54469353
2023-08-17,263.15,264.25,258.13,262.49,87557413
2023-08-18,262.49,260.1,252.09,256.52,143635924
2023-08-21,256.52,255.8,254.41,255.08,87416206
2023-08-22,255.08,260.03,255.53,255.81,53800986
2023-08-23,255.81,265.49,258.44,258.52,133930896
2023-08-24,258.52,261.72,251.0,261.27,107413553
2023-08-25,261.27,265.99,260.5,263.15,100553200
2023-08-28,263.15,267.89,261.3,266.48,105756089
2023-08-29,266.48,276.01,257.53,266.02,110089647
2023-08-30,266.02,272.33,259.66,263.71,85580542
2023-08-31,263.71,264.6,255.48,262.85,148928585
2023-09-01,262.85,263.23,253.35,262.14,131216090
2023-09-04,262.14,256.92,252.53,256.45,141249360
2023-09-05,256.45,256.35,255.37,256.16,80416728
2023-09-06,256.16,261.79,253.43,257.83,88685536
2023-09-07,257.83,259.22,255.65,257.22,76358327
2023-09-08,257.22,259.05,253.22,255.37,105638138
2023-09-11,255.37,262.5,252.44,255.53,71670307
2023-09-12,255.53,261.03,246.53,252.35,61756878
2023-09-13,252.35,253.03,250.03,252.45,144117048
2023-09-14,252.45,261.87,250.89,252.9,55939334
2023-09-15,252.9,261.49,254.72,254.79,139595715
2023-09-18,254.79,258.26,251.28,254.75,64693325
2023-09-19,254.75,258.31,253.59,253.73,126351077
2023-09-20,253.73,253.06,250.88,252.29,84325124
2023-09-21,252.29,252.32,246.62,250.92,110078382
2023-09-22,250.92,254.65,246.39,249.86,84091076
2023-09-25,249.86,248.49,237.63,246.86,70969112
2023-09-26,246.86,259.58,242.92,249.66,118958259
2023-09-27,249.66,251.36,244.34,244.89,82377375
2023-09-28,244.89,247.88,244.48,247.26,80995053
2023-09-29,247.26,253.03,249.57,250.0,65551270
2023-10-02,250.0,262.01,247.17,250.88,126152968
2023-10-03,250.88,257.75,250.68,252.24,106846596
2023-10-04,252.24,267.2,251.43,256.15,114485846
2023-10-05,256.15,258.59,244.01,256.12,106912766
2023-10-06,256.12,255.4,244.6,250.12,124712740
2023-10-09,250.12,247.92,238.3,246.16,92106227
2023-10-10,246.16,253.47,248.18,250.27,88802832
2023-10-11,250.27,249.48,244.94,248.01,52744804
2023-10-12,248.01,248.8,246.22,246.77,71959317
2023-10-13,246.77,254.5,235.78,245.92,84148989
2023-10-16,245.92,248.57,242.38,245.87,99802235
2023-10-17,245.87,251.51,240.57,245.34,110141083
2023-10-18,245.34,246.51,241.07,245.48,118860661
2023-10-19,245.48,246.19,239.48,243.71,146047515
2023-10-20,243.71,251.59,244.3,245.57,86446344
2023-10-23,245.57,251.25,243.1,251.06,91467922
2023-10-24,251.06,261.82,248.06,252.34,65438825
2023-10-25,252.34,256.82,248.28,248.28,74516082
2023-10-26,248.28,252.98,235.55,246.58,145096924
2023-10-27,246.58,253.2,241.38,246.38,101058096
2023-10-30,246.38,249.54,245.33,249.11,56852902
2023-10-31,249.11,248.16,245.97,248.12,130539718
2023-11-01,248.12,253.47,247.99,249.44,147271234
2023-11-02,249.44,257.69,255.33,255.52,105927604
2023-11-03,255.52,261.15,251.07,253.8,108235050
2023-11-06,253.8,256.81,249.91,250.14,95611548
2023-11-07,250.14,255.83,244.59,251.97,64054779
2023-11-08,251.97,257.46,250.66,252.42,91985096
2023-11-09,252.42,254.97,245.78,252.06,88175224
2023-11-10,252.06,254.04,252.02,253.37,60249579
2023-11-13,253.37,253.8,246.57,252.1,109245261
2023-11-14,252.1,257.32,247.37,254.14,82469420
2023-11-15,254.14,250.31,248.46,250.09,64986157
2023-11-16,250.09,252.54,246.24,252.49,118602415
2023-11-17,252.49,250.43,241.52,248.16,67943886
2023-11-20,248.16,251.71,250.31,251.28,99844908
2023-11-21,251.28,253.58,246.82,250.77,137908341
2023-11-22,250.77,265.95,241.87,251.31,55846866
2023-11-23,251.31,254.76,250.88,251.64,112959655
2023-11-24,251.64,256.61,254.21,255.16,67127283
2023-11-27,255.16,256.13,252.34,253.0,148949215
2023-11-28,253.0,257.93,254.84,255.91,72821211
2023-11-29,255.91,267.76,252.99,256.92,92642935
2023-11-30,256.92,261.6,256.48,260.3,120931591
2023-12-01,260.3,261.83,253.9,261.4,140508655
2023-12-04,261.4,267.5,252.33,256.18,127344057
2023-12-05,256.18,261.2,254.53,257.98,99908282
2023-12-06,257.98,264.72,257.65,259.95,116183387
2023-12-07,259.95,260.95,252.79,258.47,85351951
2023-12-08,258.47,261.84,257.2,260.01,110678947
2023-12-11,260.01,268.6,260.35,261.07,85507773
2023-12-12,261.07,265.5,258.99,259.47,139948213
2023-12-13,259.47,268.97,255.38,262.57,147713191
2023-12-14,262.57,272.24,257.54,262.98,56822603
2023-12-15,262.98,263.66,257.23,262.17,112155344
2023-12-18,262.17,263.1,253.26,258.65,77312498
